par_id,original_text,text,pcl_label,similarity,is_augmented
,"U.S. and European officials remain deeply worried over what they say are unrelenting Russian actions -- including cyber attacks , fake news reports and support for right-wing parties -- aimed at boosting the election prospects of anti-immigrant politicians in France , Germany and the Netherlands and undermining popular support for the European Union and NATO .","US and European officials remain deeply worried about what they are implacable Russian actions - including cyberattacks, false reports and support for right -wing parties - aimed at stimulating the electoral prospects of anti -immigrant politicians in France, Germany and the Netherlands and undermine popular support for the European Union and NATO.",0.0,0.9559025764465332,True
,- Audit/upgrade PRD and BOS to handle the anticipated explosion of homelessness .,- Audit / upgrade of the PRD and BOS to manage the planned explosion of homelessness.,0.0,0.9781563878059387,True
,""" If a single human being is rendered homeless and forced to live in the street in any country , it is shame to the people of that country , "" he adds .","""If a single human being is made homeless and forced to live in the street in any country, it is shame for the inhabitants of this country,"" he adds.",1.0,0.9789140224456787,True
,"Throughout history , the Philippines has accepted refugees , among them White Russians in the ' 20s , Jewish refugees in the ' 30s , the Vietnamese boat people in the ' 70s , and refugees from East Timor in 2000 .","Throughout history, the Philippines accepted refugees, including white Russians in the 1920s, Jewish refugees in the 1930s, the Vietnamese people in the 1970s and refugees from East Timor in 2000.",0.0,0.9526665210723877,True
,""" This nostalgia of homelessness is the fate of my generation and tribe . I am not the only one walking on this pathway of anguish , a whole caravan of wounded souls is walking with me . "" ( Ashfaq Ahmed )","""This nostalgia for homelessness is the fate of my generation and my tribe. I am not the only one to walk on this path of anxiety, a whole caravan of injured souls works with me."" (Ashfaq Ahmed)",1.0,0.9482508301734924,True
,"The governor of the home state of the late sage is bent on destroying the pillars upon which the icon built by sending students who are self-sponsored or from poor families but struggling to get good education to better their lives out of the school , thereby denying them of one of the fundamental human rights as enshrined in the constitution of the Federal Republic of Nigeria , which he swore to uphold on May , 29 , 2011 .","The governor of the original state of the late sage is determined to destroy the pillars on which the icon built by sending students who are self-fulfilled or poor families, but who find it difficult to obtain a good education to improve their school life, thus refusing them one of the fundamental human rights as supported in the constitution of the Federal Republic of Nigeria, which he assured to support on May,",0.0,0.9394270181655884,True
,"As for disabled residents who have difficulties leaving their homes , there are "" ICA home-visit teams "" who will facilitate the process . It 's an existing procedure , added Mr Lee .","Regarding disabled residents who have difficulty leaving their homes, there are ""ICA home visit teams"" which will facilitate the process. This is an existing procedure, added Mr. Lee.",0.0,0.9839670062065125,True
,"Film star Reema also believes that this is n't the time for iftar parties so she was n't throwing any . "" I think we should save every penny at this time and send it to help for flood victims . Hundreds of thousands of people are waiting for our help and the money which is otherwise spent on iftar parties should be sent to these people in need , "" she maintained .","The film Star Reema also believes that this is not the time for the Iftar celebrations, so it was not throwing out. ""I think we should save every penny for the moment and send it to help flood victims. Hundreds of thousands of people are waiting for our aid and the money that is otherwise spent for the Iftar parties should be sent to these people in need,"" she said.",1.0,0.9172378778457642,True
,"At the Kashmere Gate ISBT , another team of former defence personnel was greeted with a salute of ' Jai Hind saab ' by a homeless man .","At the Kashmere Gate ISBT , another team of former defence personnel was greeted with a salute of ' Jai Hind saab ' by a homeless man .",0.0,0.7180841565132141,False
,"Terry has been consistent in his desire to continue playing beyond this season , but the veteran defender 's body is proving increasingly vulnerable to injury and he has not started a Premier League match since straining ankle ligaments against Swansea City in September .","Terry was coherent in his desire to continue playing beyond this season, but the body of the veteran defender turns out to be more and more vulnerable to injuries and he did not start a premier League match since the ankle ligaments set up the ankle ligaments against Swansea City in September.",0.0,0.9166589379310608,True
,Eye witness who sought anonymity said the illegal immigrants were spotted by some of the villagers who were heading to their farms in the morning .,An eyewitness who asked for anonymity said that illegal immigrants had been spotted by some villagers who were heading for their farms in the morning.,0.0,0.9444434642791748,True
,"More than a million migrants have arrived in Germany in the last three years , many of them fleeing conflict in the Middle East , causing concern that anti-Semitism could increase .","More than a million migrants have arrived in Germany in the last three years, many of which fleeing conflicts in the Middle East, which concerns that anti-Semitism could increase.",0.0,0.9957374930381775,True
,Hawke 's Bay is an early beneficiary with funding allocated to the repair of the Napier to Wairoa railway line which is aimed at taking 5700 logging trucks off a vulnerable road link .,"The Hawke Bay is an early beneficiary with funding allocated to the repair of the Napier railway line in Wairoa which aims to take 5,700 journalization trucks on a vulnerable road link.",0.0,0.9534536600112915,True
,"Then , taking the art of counter-intuitive nonsense to supreme heights , we had people saying this is proof that we need to take in more Syrian refugees - conveniently ignoring all the links to Syria shared by the attackers in both Paris and Brussels .","Then, by taking the art of counterpropriate nonsense at Supreme Heights, we had people who said that it is proof that we must welcome more Syrian refugees - easily ignoring all the links with Syria shared by the attackers in Paris and Brussels.",0.0,0.9174191355705261,True
,"The leave camp want the drawbridge pulled up , they want fewer immigrants , and they express horror at the notion of a "" United States of Europe . ""","The leave camp wants the Pont-Levis to stop, they want fewer immigrants, and they express the horror to the concept of ""United States of Europe"".",0.0,0.8402615189552307,True
,"From left : Keynote speaker , Prof. Mosunmola Imasogie ; convener , Dr Adepeju Oti ; and representative of the wife of the governor of Oyo state , Mrs Rose Oyedele , at the international conference on raising girls ambition , combating violence against women and the girl-child in Africa and beyond in IbadanNAN PHOTOS","From left to right: the main speaker, Professor Mosunmola Imasogie; Factor, Dr Adepeju oti; And representative of the wife of the Governor of Oyo State, Ms. Rose Oyedele, during the international conference on the elevation of the ambition of girls, fighting against violence against women and girls in Africa and beyond on Ibadannah photos",0.0,0.9394542574882507,True
,"In contemporary Nepal , parents of poor families sell their children to orphanages ( or sometimes simply hand them over without any payment ) . The orphanage then misrepresent them as "" orphans "" , ensuring an income for the orphanages .","In contemporary Nepal, parents of poor families sell their children to orphanages (or sometimes put them back without payment). The orphanage then distorted them as ""orphans"", guaranteeing income for orphanages.",0.0,0.9751489758491516,True
,"Tewari said , "" Those people who are in the public domain need to understand that discourse is a two-way thing . Discourse can not be a monologue . ""","Tewari said: ""People who are in the public field must understand that discourse is a double -meaning thing. Speech cannot be a monologue.""",0.0,0.9346898794174194,True
,"Speaking to the media , one protester said that building a garment factory in Kalkudah would be more productive as it can provide job opportunities to the people who are disabled and those widowed by the war . The protester also condemned the recent attack on two journalists who tried to report on the distillery construction .","Addressing the media, a demonstrator said that the construction of a clothing factory in Kalkudah would be more productive because it can offer employment opportunities to people with disabilities and widow by war. The demonstrator also condemned the recent attack on two journalists who tried to report on the construction of the distillery.",0.0,0.8886807560920715,True
,It is worth noting that 23 children coming from vulnerable families in the community benefit from scholarship awards from our organization including 3 in pre-school and 20 at the SOS primary school .,"It should be noted that 23 children from vulnerable families in the community benefit from the scholarships of our organization, including 3 in nursery school and 20 at SOS primary school.",1.0,0.9349151849746704,True
,Sri Lanka has emphasized at a recent UN event held in Geneva that it is incumbent on all stakeholders to strive to create a culture of respect for equality and non-discrimination and to work towards dispelling the myth of inferiority attributed to women over centuries .,Sri Lanka underlined during a recent United Nations event in Geneva that it is the responsibility of all stakeholders to strive to create a culture of respect for equality and non-discrimination and to work to dispel the myth of inferiority attributed to women over the centuries.,0.0,0.9284780621528625,True
,"If you or anyone you know is feeling depressed , suicidal or in need of support you can contact Lifeline on 13 11 14 or KidsHelpline 1800 55 1800 . Both lines are staffed around the clock .","If you or someone you know you feel depressed, suicidal or need support, you can contact Lifeline at 13 11 14 or Kidshelpline 1800 55 1800. The two lines have additional locations.",0.0,0.9703774452209473,True
,"In 1918 , Anzac soldiers not only witnessed some of the killings in what is now modern day Syria , but a film crew was with them , and captured precious footage of refugees fleeing the slaughter .","In 1918, the soldiers of Anzac were not only witnessing certain murders in what is now modern Syria, but a shooting team was with them and captured precious images of refugees fleeing the massacre.",0.0,0.8890609741210938,True
,A Brisbane woman behind a charity committed to providing women in need with personal hygiene products says no woman should ever be forced to go without .,A brisbane woman behind a charity body determined to provide women in the need for personal hygiene products says that no woman should never be forced to do without.,1.0,0.9403664469718933,True
,""" The organizers have directed the council to get us off the streets . We feel a little bit like homeless people . ""","""The organizers ordered the council to get us out of the street. We feel a bit like homeless.""",0.0,0.9460814595222473,True
,The emir said the call became imperative in order to encourage the younger generation especially those from poor families to achieve their educational aspirations .,"The emir said that the appeal has become imperative in order to encourage the young generation, in particular those of poor families to achieve their educational aspirations.",0.0,0.8434580564498901,True
,""" It 's a major problem , especially attracting the new immigrants who are coming over now , "" Michael continued . "" It 's very difficult to get them interested in the association . ""","""This is a major problem, especially by attracting new immigrants who come now,"" continued Michael. ""It is very difficult to interest them in the association.""",0.0,0.9577908515930176,True
,"Nerdy Fashionista , hopeless shopaholic , shamelessly vain and a firm believer in "" ALWAYS "" looking fabulous even through her hectic &amp; frustrating role as a Bio . Engineer . Nurturing a secret crush on all fashionable Men , she wishes she 'd have a Men 's fashion line one day . Her glasses and confidence are her best accessories regardless of countless jewelry and cute shoes and bags . Be sure to trust fashion through her eyes ! @toekunbore : do n't be shy to say hi on twitter !","Nerdy Fashionista , hopeless shopaholic , shamelessly vain and a firm believer in "" ALWAYS "" looking fabulous even through her hectic &amp; frustrating role as a Bio . Engineer . Nurturing a secret crush on all fashionable Men , she wishes she 'd have a Men 's fashion line one day . Her glasses and confidence are her best accessories regardless of countless jewelry and cute shoes and bags . Be sure to trust fashion through her eyes ! @toekunbore : do n't be shy to say hi on twitter !",0.0,0.7340472340583801,False
,"Hollywood has struggled with diversity and accusations of discrimination against racial minorities and women , "" but this is taking it a step further . It 's not we 're ignoring people , it 's we 're abusing people . ""","Hollywood fought against diversity and accusations of discrimination against racial minorities and women, ""but it goes further. It is not that we"" ignore people, it is that we abuse people "".",0.0,0.9161961674690247,True
,"Co-founder of Motivation , David Constantine MBE , said : "" Disabled people can be the most vulnerable in a disaster and are often deprived of rescue and evacuation services .","The motivation co-founder, David Constantine Mbe, said: ""People with disabilities can be the most vulnerable in a disaster and are often deprived of rescue and evacuation services.",0.0,0.9654908776283264,True
,"A charity based in Cork that trains assistance dogs to assist physically disabled children and adults to carry out a range of practical tasks , is celebrating securing backing from the charitable arm of one of the UK 's biggest and most successful independent pet food companies .","A Cork-based charity that trains assistance dogs to help children and adults disabled physically to carry out a range of practical tasks, celebrates the guarantee of support for the charity of one of the largest and most successful independent pet food companies in the United Kingdom.",0.0,0.9219027161598206,True
,"Carlos Martinez ( 3-4 ) struggled in his fourth start since returning from the disabled list ( right lat strain ) . He allowed seven runs ? five earned ? on eight hits in four innings with two walks , three strikeouts and two wild pitches . The right-hander is 0-2 with an 8.10 ERA since being activated on June 4 .","Carlos Martinez ( 3-4 ) struggled in his fourth start since returning from the disabled list ( right lat strain ) . He allowed seven runs ? five earned ? on eight hits in four innings with two walks , three strikeouts and two wild pitches . The right-hander is 0-2 with an 8.10 ERA since being activated on June 4 .",0.0,0.729311466217041,False
,Staff of Chicago 's Department of Family and Support Services spent the day patrolling areas where the homeless are known to congregate .,The staff of the Chicago family and support department spent the day patrolling in areas where the homeless are known to come together.,0.0,0.9412835836410522,True
,"Even if the dog had been a homeless stray , she said , it should not have been euthanised on the spot .","Even if the dog had been a homeless, she said, he should not have been euthanized on the spot.",0.0,0.934471607208252,True
,"Activists such as Abidi , paralympic athelete Pradeep Raj and Dr Satendra Singh , coordinator , enabling unit , University College of Medical Sciences , also questioned the idea of have one or two exclusive coaches for the disabled in a train , terming this as "" apartheid "" against the disabled .","Activists such as Abidi, Paralympic Athelete Pradeep Raj and Dr. Satendra Singh, coordinator, in. Unit, University College of Medical Sciences, also questioned the idea of ​​having one or two exclusive coaches for the disabled on a train, which calls it as ""apartheid"" against the disabled.",0.0,0.9924141764640808,True
,""" Numerous roads across the country were blocked , stopping emergency vehicles getting to people in need and an ambulance is now off the road while being repaired , "" said Deputy Chief Constable Mark Roberts , the NPCC Lead for Football Policing .","""Many roads across the country have been blocked, preventing emergency vehicles from going to people in need and an ambulance is now off the road while being repaired,"" said assistant chief Mark Roberts, the NPCC manager for football police.",0.0,0.9530783295631409,True
,Al-Shabaab militants have isolated Hudur and many other towns in Bakool from other towns in the country and have been blocking humanitarian assistance from reaching vulnerable populations there .,Al-Shabaab activists have isolated Hudur and many other cities in Bakool in other cities in the country and blocked humanitarian aid by reaching vulnerable populations.,0.0,0.9270244240760803,True
,"However , "" when a major male rock star who could do anything at all with his life decides to focus on the rights of women and girls worldwide - well , all that 's worth celebrating "" .","However, ""when a major male rock star could do anything with his life decides to focus on the rights of women and girls around the world - well, it is worth celebrating"".",0.0,0.9801961183547974,True
,""" This is expected to further promote equity as well as rationalize access to quality higher and technical education for students in need , "" Licuanan added .","""This should further promote equity as well as rationalization of access to higher and technical quality training for students in need,"" added Licuanan.",0.0,0.9144192337989807,True
,Danniella Westbrook is ' homeless ' and friends fear her nose is ' rotting off ' <h> ' ONE-MAN-SHOW ',"Danniella Westbrook is ""homeless"" and friends fear that his nose will be ""rotten"" <h> ""one-man-show""",0.0,0.9347038865089417,True
,"I ca n't believe the level of your idiocy , post me newspaper reports where the DA has made electricity a higher agenda than i du n no lets say Nkandla , i should just disappear in a flash of my own logic because the DA was only formed in 2000 .... this is where teh idiocy part comes in we all know they are an amalgamation of teh DP and some other hopeless parties trying to counter the ultimate hopeless party but no ChantOlive they have been too busy ANC bashing and not focusing on key issues in the country .","I do not believe the level of your idiocy, publish me news reports where the DA has made electricity a higher program that I do not say Nkandla, I should just disappear in a flash of my own logic because the DA was only formed in 2000 .... this is where the Idiocy Chantolive part, they were too busy to denigrate the ANC and not focusing on the country's key questions.",0.0,0.8502335548400879,True
,""" That 's because I saw this stuff literally every day when I was 3 or 4 years old . So Hollywood was a walk in the park for me , "" DiCaprio explained about the evils he saw growing up poor in Los Angeles . "" I 'd go to parties and it was there and , yeah , there 's that temptation . Hollywood is a very volatile place where artists come in and they essentially say they want to belong . It 's incredibly vulnerable to be an actor and also get criticism at a young age when you 're formulating who you are . We 've seen a lot of people fall victim to that , and it 's very unfortunate . ""","""It is because I saw this thing literally every day when I was 3 or 4 years old. So Hollywood was a walk in the park for me,"" said DiCaprio about the ailments he saw growing in Los Angeles. ""I'm going to take parts and that was there and, yes, there is this temptation. Hollywood is a very volatile place where artists enter and they essentially say that they want to belong. It is incredibly vulnerable to be an actor and also to make a criticism at a young age when you"" repress who you are. """"",0.0,0.9122851490974426,True
,""" He must have thought : ' I do n't want to do this anymore ' . "" Isaac was a child beaten down and feeling hopeless .","""He must have thought:"" I don't want to do this anymore ""."" Isaac was a beaten child and feeling hopeless.",1.0,0.9802800416946411,True
,"Nigerian refugees and asylum-seekers who fled Boko Haram violence have been "" forced "" to return to the country , despite previous warnings against such .","Nigerian refugees and asylum seekers who fled the violence of Boko Haram were ""forced"" to return to the country, despite previous warnings against such.",0.0,0.9815992116928101,True
,"Balukhali camp : In the narrow paths and alleyways that thread past the homes of nearly one million Rohingya refugees , there 's nothing that spreads quite as quickly as rumours . With little or no access to television , radio , or other media , the refugees have to rely largely on word of mouth to keep informed not just about what is happening in the camp , but about issues critical to their health , nutrition and even survival .","Balukhali camp: in narrow paths and alleys that filter the houses of nearly a million Rohingyas refugees, there is nothing that spreads as quickly as rumors. With little or no access to television, radio or other media, refugees must largely count on word of mouth to keep being informed not only of what is happening in the camp, but of problems essential for their health, their nutrition and even their survival.",0.0,0.9538797736167908,True
,"McLeod believes the N.W.T. has much to offer Chinese immigrants , "" and many of those immigrants are focused on investment . ""","McLeod believes that N.W.T. Many of them to offer Chinese immigrants, ""and many of these immigrants focus on investment"".",0.0,0.9572449922561646,True
,""" There has been some encouraging news in terms of returning players this week . Playing Arsenal away from home is always going to be tough , but I do n't think any present United XI needs to feel vulnerable against them .","""There have been encouraging news in terms of return players this week. Playing Arsenal far from my home will always be difficult, but I don't think that a United XI present needs to feel vulnerable against them.",0.0,0.9591319561004639,True
,"Terrorism is a grave threat to human rights ; conflicts are another . For evidence we have only to turn to the 2014 Country Reports for such nations as the Central African Republic , Iraq , Libya , Somalia , South Sudan , Sudan , Syria , and Ukraine , which has been victimized by its Russian neighbor . Today , an estimated 230 million people live in areas of overt strife , and we are experiencing a crisis in food security . The number of refugees has reached a record level . UNICEF called 2014 one of the most disastrous years ever for children . And in Yemen , Burundi , and elsewhere conflict and civil strife have grown even worse in 2015 .","Terrorism is a serious threat to human rights; Conflicts are another. For evidence, we only have to turn to 2014 countries reports for nations such as the Central African Republic, Iraq, Libya, Somalia, South Sudan, Sudan, Syria and Ukraine, which was the victim of its Russian neighbor. Today, around 230 million people live in manifest fields of conflict and we know a food security crisis. The number of refugees has reached a record level. UNICEF called one of the most disastrous years of all time for children 2014. And in Yemen, Burundi, and elsewhere, conflicts and civilian conflicts were further aggravated in 2015.",0.0,0.9762037992477417,True
,"The UN currently is falling short of providing effective support to member states , migrants , and the societies that host them . Its member governments need to agree on universal principles to establish an international framework for dealing with migration , and the UN itself should make governance of migration one of its central missions , rather than scattering the task across different agencies .","The UN does not currently respond to effective support for the Member States, migrants and companies that house them. Its member governments must agree on universal principles to establish an international framework to manage migration, and the UN itself should make the governance of migration one of its central missions, rather than dispersing the task between the different agencies.",0.0,0.8745900988578796,True
,"Crooks said she is appealing to persons to be more sympathetic to the homeless and mentally ill , as it could happen to anyone .","Crooks said that she called on the sympathetic people for the homeless and the mentally ill, because it could happen to anyone.",1.0,0.8475170731544495,True
,"Interacting with media , Adityanath said , "" Uttar Pradesh has scored first place in the implementation of the Pradhan Mantri Awas Yojana and I am happy to inform that in rural areas , we have been successful in providing houses to 11 lakh poor families . ""","Interacting with the media, Adityanath said: ""Uttar Pradesh marked first place in the implementation of Pradhan Mantri Awas Yojana and I am happy to inform that in rural areas, we have managed to provide houses to 11 Lakh poor families.""",1.0,0.976954460144043,True
,""" Access to those in need is limited by the ongoing fighting and insecurity , "" U.N . spokeswoman Alessandra Vellucci told a news briefing in Geneva .","""Access to people in need is limited by fighting and insecurity in progress,"" U.N. spokesperson Alessandra Vellucci told a press conference in Geneva.",0.0,0.9173478484153748,True
,"The plot of land razed ( at centre ) had been covered with non-native Albizia trees , which are considered vulnerable to storms and more prone to falling because of their brittle wood structure and shallow roots . NParks is now replanting the plot with native plants.ST PHOTO : ALPHONSUS CHERN <h> NParks removed fall-prone trees for public safety but experts worry about impact on plant species , wildlife","The plot of shaved earth (in the center) had been covered with non -native Albizia trees, which are considered vulnerable to storms and more prone to fall because of their fragile wood structure and their shallow roots. Nparks now replants the plot with native plants.",0.0,0.7916279435157776,True
,"Overall , just 32 percent of all Republican voters believe the federal government should instigate a national law enforcement effort to deport illegal immigrants , the Pew poll shows .","Overall, only 32% of all republican voters believe that the federal government should trigger a national law implementation of the law to expel illegal immigrants, according to the PEW survey.",0.0,0.8405932784080505,True
,"KUALA LUMPUR : More than 30 wheelchair-bound persons gathered in front of Mid Valley Megamall 's North Court entrance , demanding a permanent solution for the lack of disabled-friendly accessibility to the mall .","Kuala Lumpur: More than 30 people in a wheelchair gathered in front of the entrance to Mid Valley Megamall, the North Court, demanding a permanent solution for the lack of accessibility adapted to disabled people at the shopping center.",0.0,0.957793653011322,True
