original_text,text,pcl_label,par_id,art_id,topic,country,similarity,is_augmented
"This is one of the doors , which the foreign investors use or likely to use . Unfortunately the provision does not qualify and specify the nature of immigrant quota . Asians are now flooded the market under the name of foreign investors .","This is one of the doors, which foreign investors use or probably use. Unfortunately, the provision does not qualify and specify the nature of the immigrants quota. Asians now flood the market under the name of foreign investors.",0,2646,@@1794867,immigrant,tz,0.9883605,True
"The storm 's path forced the largest evacuation in Miami-Dade County history and sent millions of Floridians fleeing . It 's the first major hurricane to hit Florida since Wilma in 2005 and has already laid waste to the small island of Barbuda , killed at least 25 people and left thousands homeless across the Caribbean .","The storm path forced the greatest evacuation in the history of Miami-Dade County and sent millions of Floridans fleeing. He is the first important hurricane that arrived in Florida from Wilma in 2005 and has already wasted on the small island of Barbuda, killed at least 25 people and left thousands of homeless people throughout the Caribbean.",0,5789,@@20471590,homeless,in,0.93428016,True
"Research shows that families constitute a large and growing percentage of the area 's homeless population , especially in rural areas . Abuse , underemployment , serious illness and social isolation can often put a family in crisis with no place to go . Home Horizon bridges the identified critical gap between emergency shelter and independent living by finding vulnerable people in crisis a safe place to live through transitional housing and personal support/counselling to re-establish their lives .","The research shows that families constitute a large and growing percentage of the homeless population of the area, especially in rural areas. Abuse, underemployment, serious illness and social isolation can often put a family in crisis without anywhere to go. Home Horizon Puente The critical gap identified between the emergency refuge and independent life by finding vulnerable people in crisis a safe place to live through transition and personal advice on homes to restore their lives.",0,1180,@@4292818,homeless,ca,0.9665307,True
"U.S. and European officials remain deeply worried over what they say are unrelenting Russian actions -- including cyber attacks , fake news reports and support for right-wing parties -- aimed at boosting the election prospects of anti-immigrant politicians in France , Germany and the Netherlands and undermining popular support for the European Union and NATO .","American and European officials remain deeply concerned about what they say they are relentless Russian actions, including cyber attacks, false news reports and support for right-wing parties, aimed at promoting the electoral perspectives of anti-immigrant politicians in France, Germany and the Netherlands and undermining popular support for the European Union and NATO.",0,205,@@16987193,immigrant,my,0.95895565,True
- Audit/upgrade PRD and BOS to handle the anticipated explosion of homelessness .,- audit/update PRD and BOS to handle the early explosion of the lack of housing.,0,2941,@@21367593,homeless,jm,0.7922046,True
""" If a single human being is rendered homeless and forced to live in the street in any country , it is shame to the people of that country , "" he adds .","""If a single human being is homeless and is forced to live in the street in any country, it is a penalty for the people of that country,"" he adds.",1,3954,@@1815374,homeless,tz,0.8654568,True
"Throughout history , the Philippines has accepted refugees , among them White Russians in the ' 20s , Jewish refugees in the ' 30s , the Vietnamese boat people in the ' 70s , and refugees from East Timor in 2000 .","Throughout history, Philippines has accepted refugees, including White Russians in the 20s, Jewish refugees in the 30s, people of Vietnamese ship in the 70s and refugees of Eastern Timor in 2000.",0,6018,@@19109286,refugee,ph,0.9813569,True
""" This nostalgia of homelessness is the fate of my generation and tribe . I am not the only one walking on this pathway of anguish , a whole caravan of wounded souls is walking with me . "" ( Ashfaq Ahmed )","""This nostalgia for the lack of housing is the fate of my generation and tribe. I am not the only one who walks in this path of anguish, an entire caravan of wounded souls walks with me"" (Ashfaq Ahmed)",1,1123,@@4661628,homeless,pk,0.91001433,True
"The governor of the home state of the late sage is bent on destroying the pillars upon which the icon built by sending students who are self-sponsored or from poor families but struggling to get good education to better their lives out of the school , thereby denying them of one of the fundamental human rights as enshrined in the constitution of the Federal Republic of Nigeria , which he swore to uphold on May , 29 , 2011 .","The governor of the native state of the deceased wise is determined to destroy the pillars on which the built icon sending students who are pronely or poor families, but fighting to obtain a good education to improve their lives outside the school, thus denying them from one of the fundamental human rights as enhicked in the Constitution of the Federal Republic of Nigeria, which made it maintained in May, 29, 2011.",0,561,@@1836575,poor-families,ng,0.8025317,True
"As for disabled residents who have difficulties leaving their homes , there are "" ICA home-visit teams "" who will facilitate the process . It 's an existing procedure , added Mr Lee .","As for the disabled residents who have difficulty abandoning their homes, there are ""ICA home visits teams"" that will facilitate the process. It is an existing procedure, added Mr. Lee.",0,8368,@@15315126,disabled,sg,0.9736649,True
"Film star Reema also believes that this is n't the time for iftar parties so she was n't throwing any . "" I think we should save every penny at this time and send it to help for flood victims . Hundreds of thousands of people are waiting for our help and the money which is otherwise spent on iftar parties should be sent to these people in need , "" she maintained .","The film star also believes that this is not the time for IFTar parties, so he was not throwing any. ""I think we should save every penny at this time and send it to help the victims of floods. Hundreds of thousands of people are waiting for our help and the money that is otherwise spent at IFTAR parties must be sent to these people in need,"" he said.",1,7846,@@4517782,in-need,pk,0.8400507,True
"At the Kashmere Gate ISBT , another team of former defence personnel was greeted with a salute of ' Jai Hind saab ' by a homeless man .","In the ISBT of Kashmere Gate, another team of former defense personnel was received with a greeting from 'Jai Hind Saab' by a homeless man.",0,3692,@@8287644,homeless,in,0.89796585,True
"Terry has been consistent in his desire to continue playing beyond this season , but the veteran defender 's body is proving increasingly vulnerable to injury and he has not started a Premier League match since straining ankle ligaments against Swansea City in September .","Terry has been consisting of his desire to continue playing beyond this season, but the body of the veteran defender is demonstrating more and more vulnerable to injuries and has not started a Premier League match since he struggled for ankle ligaments against Swansea City in September.",0,6305,@@15885262,vulnerable,ng,0.9498874,True
Eye witness who sought anonymity said the illegal immigrants were spotted by some of the villagers who were heading to their farms in the morning .,The ocular witness who sought anonymity said that illegal immigrants were seen by some of the villagers who headed to their farms in the morning.,0,1353,@@1812629,migrant,tz,0.9527472,True
"More than a million migrants have arrived in Germany in the last three years , many of them fleeing conflict in the Middle East , causing concern that anti-Semitism could increase .","More than one million migrants have arrived in Germany in the last three years, many of them fleeing conflicts in the Middle East, causing concern that anti -Semitism can increase.",0,3711,@@22256772,migrant,us,0.9970796,True
Hawke 's Bay is an early beneficiary with funding allocated to the repair of the Napier to Wairoa railway line which is aimed at taking 5700 logging trucks off a vulnerable road link .,Hawke Bay is one of the first beneficiaries with funds assigned to the repair of the Napier rail line to Wairoa that aims to take 5700 registration trucks of a vulnerable link of the road.,0,3741,@@23467780,vulnerable,nz,0.93054515,True
"Then , taking the art of counter-intuitive nonsense to supreme heights , we had people saying this is proof that we need to take in more Syrian refugees - conveniently ignoring all the links to Syria shared by the attackers in both Paris and Brussels .","Then, taking the art of contradictory nonsense at the supreme heights, we had people who said that this is proof that we need to enjoy more Syrian refugees, conveniently ignoring all the links with Syria shared by the attackers in Paris and Brussels.",0,1776,@@7919587,refugee,ie,0.91483134,True
"The leave camp want the drawbridge pulled up , they want fewer immigrants , and they express horror at the notion of a "" United States of Europe . ""","The leave camp want the drawbridge pulled up , they want fewer immigrants , and they express horror at the notion of a "" United States of Europe . """,0,2677,@@9507560,immigrant,nz,0.6835832,False
"From left : Keynote speaker , Prof. Mosunmola Imasogie ; convener , Dr Adepeju Oti ; and representative of the wife of the governor of Oyo state , Mrs Rose Oyedele , at the international conference on raising girls ambition , combating violence against women and the girl-child in Africa and beyond in IbadanNAN PHOTOS","From the left: main speaker, Prof. Mosunmola Imasogie; Cell, Dr. Adepeju OTI; And representative of the wife of the Governor of the State of Oyo, Mrs. Rose Oydele, at the International Conference on Raising Girls Ambition, fighting violence against women and the girl in Africa and beyond in the photos of Ibadannan",0,4772,@@16294409,women,ng,0.9389778,True
"In contemporary Nepal , parents of poor families sell their children to orphanages ( or sometimes simply hand them over without any payment ) . The orphanage then misrepresent them as "" orphans "" , ensuring an income for the orphanages .","In contemporary Nepal, parents of poor families sell their children to orphanages (or sometimes they simply deliver them without any payment). The orphanage misrepresent them as ""orphans"", ensuring an income for orphanages.",0,4941,@@21278322,poor-families,gh,0.9928849,True
"Tewari said , "" Those people who are in the public domain need to understand that discourse is a two-way thing . Discourse can not be a monologue . ""","Tewari said: ""Those people who are in the public domain must understand that speech is a bidirectional thing. The speech cannot be a monologue.""",0,4253,@@4101327,in-need,in,0.91195744,True
"Speaking to the media , one protester said that building a garment factory in Kalkudah would be more productive as it can provide job opportunities to the people who are disabled and those widowed by the war . The protester also condemned the recent attack on two journalists who tried to report on the distillery construction .","In statements to the media, a protester said that building a clothing factory in Kalkudah would be more productive, since it can provide job opportunities to people who are disabled and widows for war. The protester also condemned the recent attack against two journalists who tried to inform about the construction of distillery.",0,5706,@@18307045,disabled,lk,0.9800422,True
It is worth noting that 23 children coming from vulnerable families in the community benefit from scholarship awards from our organization including 3 in pre-school and 20 at the SOS primary school .,"It is worth noting that 23 children from vulnerable families in the community benefit from the scholarship awards of our organization, including 3 in preschool and 20 in SOS elementary school.",1,4160,@@4084206,vulnerable,gb,0.966054,True
Sri Lanka has emphasized at a recent UN event held in Geneva that it is incumbent on all stakeholders to strive to create a culture of respect for equality and non-discrimination and to work towards dispelling the myth of inferiority attributed to women over centuries .,Sri Lanka has emphasized a recent UN event held in Geneva that corresponds to all interested parties to create a culture of respect for equality and non -discrimination and work to dissipate the myth of the inferiority attributed to women for centuries.,0,1786,@@24524877,women,lk,0.94004774,True
"If you or anyone you know is feeling depressed , suicidal or in need of support you can contact Lifeline on 13 11 14 or KidsHelpline 1800 55 1800 . Both lines are staffed around the clock .","If you or someone who knows you feel depressed, suicidal or that you need support, you can communicate with Lifeline at 13 11 14 or KidShelpline 1800 55 1800. Both lines have 24 -hour personnel.",0,8293,@@15744494,in-need,au,0.90784025,True
"In 1918 , Anzac soldiers not only witnessed some of the killings in what is now modern day Syria , but a film crew was with them , and captured precious footage of refugees fleeing the slaughter .","In 1918, the Anzac soldiers were not only witnesses of some of the murders in what is now the modern Syria, but a film of filming was with them and captured beautiful images of refugees fleeing from the slaughter.",0,7367,@@4891829,refugee,nz,0.9448173,True
A Brisbane woman behind a charity committed to providing women in need with personal hygiene products says no woman should ever be forced to go without .,A Brisbane woman behind a beneficial organization committed to providing women in need of personal hygiene products says that no woman should be forced to go without him.,1,8685,@@8303210,in-need,au,0.94853413,True
""" The organizers have directed the council to get us off the streets . We feel a little bit like homeless people . ""","""The organizers have addressed the Council to get us out of the streets. We feel a bit like homeless.""",0,7950,@@24117555,homeless,hk,0.96513855,True
The emir said the call became imperative in order to encourage the younger generation especially those from poor families to achieve their educational aspirations .,"The Emir said that the call became imperative to encourage the youngest generation, especially those of poor families to achieve their educational aspirations.",0,7318,@@20140899,poor-families,ng,0.9610732,True
""" It 's a major problem , especially attracting the new immigrants who are coming over now , "" Michael continued . "" It 's very difficult to get them interested in the association . ""","""It is an important problem, especially attracting new immigrants who come now,"" Michael continued. ""It is very difficult to make them interested in the association.""",0,2488,@@4810728,immigrant,ie,0.9694275,True
"Nerdy Fashionista , hopeless shopaholic , shamelessly vain and a firm believer in "" ALWAYS "" looking fabulous even through her hectic &amp; frustrating role as a Bio . Engineer . Nurturing a secret crush on all fashionable Men , she wishes she 'd have a Men 's fashion line one day . Her glasses and confidence are her best accessories regardless of countless jewelry and cute shoes and bags . Be sure to trust fashion through her eyes ! @toekunbore : do n't be shy to say hi on twitter !","Nerdy fashionista, desperate chupaholic, blatantly vain and a firm believer in ""always"", even fabulous even through his agitated and AMP; frustrating paper as biography. Engineer . Alert a secret in love with all fashionable men, want to have a man's fashion line one day. His glasses and trust are his best accessories, regardless of the innumerable jewels and the beautiful shoes and bags. Be sure to trust fashion through your eyes! @ToEkunbore: I don't know shy to greet on Twitter!",0,5598,@@1811744,hopeless,ng,0.8982886,True
"Hollywood has struggled with diversity and accusations of discrimination against racial minorities and women , "" but this is taking it a step further . It 's not we 're ignoring people , it 's we 're abusing people . ""","Hollywood has fought with diversity and accusations of discrimination against racial minorities and women, ""but this is taking another step.",0,2312,@@21553696,women,ke,0.79105514,True
"Co-founder of Motivation , David Constantine MBE , said : "" Disabled people can be the most vulnerable in a disaster and are often deprived of rescue and evacuation services .","The co -founder of motivation, David Constantine Mbe, said: ""Disabled people can be the most vulnerable in a disaster and are often deprived of rescue and evacuation services.",0,959,@@662217,vulnerable,gb,0.99881524,True
"A charity based in Cork that trains assistance dogs to assist physically disabled children and adults to carry out a range of practical tasks , is celebrating securing backing from the charitable arm of one of the UK 's biggest and most successful independent pet food companies .","A Cork -based charity organization that trains assistance dogs to help children with disabled physical adults to carry out a variety of practical tasks, is celebrating the support of the charitable arm of one of the largest and most successful pet food companies in the United Kingdom.",0,5018,@@21262314,disabled,ie,0.94053185,True
"Carlos Martinez ( 3-4 ) struggled in his fourth start since returning from the disabled list ( right lat strain ) . He allowed seven runs ? five earned ? on eight hits in four innings with two walks , three strikeouts and two wild pitches . The right-hander is 0-2 with an 8.10 ERA since being activated on June 4 .","Carlos Martínez (3-4) had problems at his fourth start since he returned from the disabled list (right Latin tension). Allowed seven races? five cattle? In eight hits in four tickets with two walks, three strikeouts and two wild pitches. The right is 0-2 with an effectiveness of 8.10 since it was activated on June 4.",0,4956,@@25257526,disabled,us,0.820394,True
Staff of Chicago 's Department of Family and Support Services spent the day patrolling areas where the homeless are known to congregate .,The staff of the Chicago Family and Support Department spent the day patrolling areas where they are known that homeless people congregate.,0,5949,@@2214419,homeless,au,0.9736359,True
"Even if the dog had been a homeless stray , she said , it should not have been euthanised on the spot .","Even if the dog had been a homeless stray , she said , it should not have been euthanised on the spot .",0,636,@@21088988,homeless,my,0.72568995,False
"Activists such as Abidi , paralympic athelete Pradeep Raj and Dr Satendra Singh , coordinator , enabling unit , University College of Medical Sciences , also questioned the idea of have one or two exclusive coaches for the disabled in a train , terming this as "" apartheid "" against the disabled .","Activists such as Abidi, Paralympic Athlete Pradeep Raj and Dr. Satendra Singh, coordinator, authorization unit, University College of Medical Sciences, also questioned the idea of ​​having one or two exclusive coaches for the disabled on a train, which qualifies this as ""apartheid"" against the disabled.",0,1905,@@7064344,disabled,in,0.98686,True
""" Numerous roads across the country were blocked , stopping emergency vehicles getting to people in need and an ambulance is now off the road while being repaired , "" said Deputy Chief Constable Mark Roberts , the NPCC Lead for Football Policing .","""Numerous roads throughout the country were blocked, stopping emergency vehicles that are needed to needy people and an ambulance is now out of the road while repaired,"" said Deputy Director Mark Roberts, the NPCC leader for football surveillance.",0,8334,@@25604249,in-need,gh,0.95547074,True
Al-Shabaab militants have isolated Hudur and many other towns in Bakool from other towns in the country and have been blocking humanitarian assistance from reaching vulnerable populations there .,The Al-Shabab militants have isolated Hudur and many other cities in Bakool from other cities in the country and have been blocking humanitarian assistance when they reach vulnerable populations there.,0,6227,@@9475607,vulnerable,ke,0.97620326,True
"However , "" when a major male rock star who could do anything at all with his life decides to focus on the rights of women and girls worldwide - well , all that 's worth celebrating "" .","However, ""when a great male rock star who could do anything with his life decides to concentrate on the rights of women and girls around the world, well, all that is worth celebrating.""",0,5499,@@15177223,women,sg,0.9753958,True
""" This is expected to further promote equity as well as rationalize access to quality higher and technical education for students in need , "" Licuanan added .","""This is expected to promote equity, as well as rationalize access to higher education and quality technique for needy students,"" added Lycuan.",0,5189,@@10089872,in-need,ph,0.84837115,True
Danniella Westbrook is ' homeless ' and friends fear her nose is ' rotting off ' <h> ' ONE-MAN-SHOW ',Danniella Westbrook is 'homeless' and friends fear that his nose is 'rotting' <h> 'One-Man-Show',0,7548,@@23983586,homeless,gb,0.9574556,True
"I ca n't believe the level of your idiocy , post me newspaper reports where the DA has made electricity a higher agenda than i du n no lets say Nkandla , i should just disappear in a flash of my own logic because the DA was only formed in 2000 .... this is where teh idiocy part comes in we all know they are an amalgamation of teh DP and some other hopeless parties trying to counter the ultimate hopeless party but no ChantOlive they have been too busy ANC bashing and not focusing on key issues in the country .","I ca n't believe the level of your idiocy , post me newspaper reports where the DA has made electricity a higher agenda than i du n no lets say Nkandla , i should just disappear in a flash of my own logic because the DA was only formed in 2000 .... this is where teh idiocy part comes in we all know they are an amalgamation of teh DP and some other hopeless parties trying to counter the ultimate hopeless party but no ChantOlive they have been too busy ANC bashing and not focusing on key issues in the country .",0,2107,@@4842976,hopeless,za,0.67589206,False
""" That 's because I saw this stuff literally every day when I was 3 or 4 years old . So Hollywood was a walk in the park for me , "" DiCaprio explained about the evils he saw growing up poor in Los Angeles . "" I 'd go to parties and it was there and , yeah , there 's that temptation . Hollywood is a very volatile place where artists come in and they essentially say they want to belong . It 's incredibly vulnerable to be an actor and also get criticism at a young age when you 're formulating who you are . We 've seen a lot of people fall victim to that , and it 's very unfortunate . ""","""That is because I saw these things literally every day when I was 3 or 4 years old. So Hollywood was a walk through the park for me,"" DiCaprio explained about the evils he saw poor growing in Los Angeles. ""I will go to parties and I was there and, yes, there is that temptation. Hollywood is a very volatile place where artists enter and essentially say they want to belong. It is incredibly vulnerable to an actor and also receive criticism of a young age when you are formulating who you are.",0,3017,@@2284849,vulnerable,us,0.95063484,True
""" He must have thought : ' I do n't want to do this anymore ' . "" Isaac was a child beaten down and feeling hopeless .","""I must have thought: 'I don't want to do this anymore.'"" Isaac was a beaten child and feeling desperate.",1,4258,@@19832354,hopeless,nz,0.9483614,True
"Nigerian refugees and asylum-seekers who fled Boko Haram violence have been "" forced "" to return to the country , despite previous warnings against such .","Nigerian refugees and asylum seekers who fled the violence of Boko Haram have been ""forced"" to return to the country, despite the previous warnings against such.",0,8182,@@24276102,refugee,ng,0.9909466,True
"Balukhali camp : In the narrow paths and alleyways that thread past the homes of nearly one million Rohingya refugees , there 's nothing that spreads quite as quickly as rumours . With little or no access to television , radio , or other media , the refugees have to rely largely on word of mouth to keep informed not just about what is happening in the camp , but about issues critical to their health , nutrition and even survival .","Balukhali Camp: In the narrow roads and alleys that pass through the houses of almost a million Rohingya refugees, there is nothing that extends as fast as rumors. With little or no access to television, radio or other media, refugees must rely largely from mouth to mouth to keep informed not only about what is happening in the camp, but about critical problems for their health, nutrition and even survival.",0,5664,@@30010853,refugee,bd,0.97067976,True
"McLeod believes the N.W.T. has much to offer Chinese immigrants , "" and many of those immigrants are focused on investment . ""","MCLEOD believes that the N.W.T. It has a lot to offer Chinese immigrants, ""and many of those immigrants focus on investment.""",0,4057,@@2076000,immigrant,ca,0.985455,True
""" There has been some encouraging news in terms of returning players this week . Playing Arsenal away from home is always going to be tough , but I do n't think any present United XI needs to feel vulnerable against them .","""There have been some encouraging news in terms of players who return this week. Playing Arsenal away will always be difficult, but I don't think any United XI present needs to feel vulnerable against them.",0,7400,@@18296113,vulnerable,my,0.9740148,True
"Terrorism is a grave threat to human rights ; conflicts are another . For evidence we have only to turn to the 2014 Country Reports for such nations as the Central African Republic , Iraq , Libya , Somalia , South Sudan , Sudan , Syria , and Ukraine , which has been victimized by its Russian neighbor . Today , an estimated 230 million people live in areas of overt strife , and we are experiencing a crisis in food security . The number of refugees has reached a record level . UNICEF called 2014 one of the most disastrous years ever for children . And in Yemen , Burundi , and elsewhere conflict and civil strife have grown even worse in 2015 .","Terrorism is a serious threat to human rights; Conflicts are another. For evidence, we just have to resort to the reports of 2014 countries for nations such as the Central African Republic, Iraq, Libya, Somalia, South Sudan, Sudan, Syria and Ukraine, which has been the victim of its Russian neighbor. Today, it is estimated that 230 million people live in areas of manifest struggle, and we are experiencing a crisis in food security. The number of refugees has reached a record level. UNICEF called 2014 one of the most disastrous years for children. And in Yemen, Burundi and in other places the conflict and civil conflicts have worsened even more in 2015.",0,634,@@3381884,refugee,us,0.9829536,True
"The UN currently is falling short of providing effective support to member states , migrants , and the societies that host them . Its member governments need to agree on universal principles to establish an international framework for dealing with migration , and the UN itself should make governance of migration one of its central missions , rather than scattering the task across different agencies .","The UN is currently not providing effective support to member states, migrants and societies that house them. Its member governments must agree on universal principles to establish an international framework to deal with migration, and the UN must make migration governance one of its central missions, instead of dispersing the task in different agencies.",0,1580,@@14614574,migrant,lk,0.9245484,True
"Crooks said she is appealing to persons to be more sympathetic to the homeless and mentally ill , as it could happen to anyone .","Crooks said he is appealing to people so that they sympathize more with homeless people and mental illnesses, as could happen to anyone.",1,4997,@@14176765,homeless,jm,0.77422637,True
